Name:	PLC01:VLT:N105_OUT:Val/x/t	Bezeichnung:	potencia CO2
21.06.13 00:01:49	0.000000	1371790909
21.06.13 00:55:41	2.650000	1371794141
21.06.13 00:55:49	3.770000	1371794149
21.06.13 00:55:57	6.040000	1371794157
21.06.13 00:56:05	8.610000	1371794165
21.06.13 00:56:14	12.320000	1371794174
21.06.13 00:56:21	16.049999	1371794181
21.06.13 00:56:25	9.380000	1371794185
21.06.13 00:56:26	18.010000	1371794186
21.06.13 00:56:27	9.880000	1371794187
21.06.13 00:56:28	14.020000	1371794188
21.06.13 00:56:29	17.869999	1371794189
21.06.13 00:56:30	6.810000	1371794190
21.06.13 00:56:31	19.219999	1371794191
21.06.13 00:56:32	9.580000	1371794192
21.06.13 00:56:34	13.500000	1371794194
21.06.13 00:56:35	20.100000	1371794195
21.06.13 00:56:36	5.180000	1371794196
21.06.13 00:56:38	12.000000	1371794198
21.06.13 00:56:39	20.109999	1371794199
21.06.13 00:56:40	11.660000	1371794200
21.06.13 00:56:41	15.190000	1371794201
21.06.13 00:56:42	12.639999	1371794202
21.06.13 00:56:44	15.420000	1371794204
21.06.13 00:56:46	10.469999	1371794206
21.06.13 00:56:48	11.150000	1371794208
21.06.13 00:56:49	17.480000	1371794209
21.06.13 00:56:51	9.010000	1371794211
21.06.13 00:56:52	15.520000	1371794212
21.06.13 00:56:54	8.760000	1371794214
21.06.13 00:56:55	19.340000	1371794215
21.06.13 00:56:56	8.290000	1371794216
21.06.13 00:56:57	14.340000	1371794217
21.06.13 00:56:58	18.119999	1371794218
21.06.13 00:56:59	6.550000	1371794219
21.06.13 00:57:00	20.420000	1371794220
21.06.13 00:57:01	8.460000	1371794221
21.06.13 00:57:03	13.360000	1371794223
21.06.13 00:57:05	0.000000	1371794225
21.06.13 00:57:49	0.470000	1371794269
21.06.13 00:58:14	2.580000	1371794294
21.06.13 00:58:26	4.730000	1371794306
21.06.13 00:58:35	7.020000	1371794315
21.06.13 00:58:43	10.040000	1371794323
21.06.13 00:58:48	12.500000	1371794328
21.06.13 00:58:53	15.200000	1371794333
21.06.13 00:58:56	13.190000	1371794336
21.06.13 00:58:59	16.770000	1371794339
21.06.13 00:59:00	9.870000	1371794340
21.06.13 00:59:01	15.309999	1371794341
21.06.13 00:59:03	11.090000	1371794343
21.06.13 00:59:04	17.719999	1371794344
21.06.13 00:59:05	9.090000	1371794345
21.06.13 00:59:06	15.299999	1371794346
21.06.13 00:59:08	10.469999	1371794348
21.06.13 00:59:09	18.430000	1371794349
21.06.13 00:59:10	8.849999	1371794350
21.06.13 00:59:11	15.620000	1371794351
21.06.13 00:59:14	9.940000	1371794354
21.06.13 00:59:15	18.730000	1371794355
21.06.13 00:59:16	8.650000	1371794356
21.06.13 00:59:19	9.360000	1371794359
21.06.13 00:59:20	19.039999	1371794360
21.06.13 00:59:21	8.450000	1371794361
21.06.13 00:59:22	15.920000	1371794362
21.06.13 00:59:24	9.300000	1371794364
21.06.13 00:59:25	19.119999	1371794365
21.06.13 00:59:26	8.530000	1371794366
21.06.13 00:59:27	16.049999	1371794367
21.06.13 00:59:29	10.120000	1371794369
21.06.13 00:59:31	19.020000	1371794371
21.06.13 00:59:33	15.759999	1371794373
21.06.13 00:59:35	10.360000	1371794375
21.06.13 00:59:37	8.170000	1371794377
21.06.13 00:59:38	16.580000	1371794378
21.06.13 00:59:39	13.320000	1371794379
21.06.13 00:59:40	10.480000	1371794380
21.06.13 00:59:41	18.699999	1371794381
21.06.13 00:59:42	8.309999	1371794382
21.06.13 00:59:43	16.299999	1371794383
21.06.13 00:59:44	13.809999	1371794384
